Date,Open,High,Low,Close,Adj Close,Volume
06/08/2019,46.375999,46.5,45.150002,46.150002,46.150002,27821000
07/08/2019,45.299999,46.714001,45.16,46.683998,46.683998,23882500
08/08/2019,46.889999,47.959999,46.529999,47.66,47.66,26371500
09/08/2019,47.209999,47.792,46.762001,47.001999,47.001999,19491000
12/08/2019,46.598,47.153999,45.75,45.801998,45.801998,23319500
13/08/2019,45.762001,47.200001,45.509998,47,47,24240500
14/08/2019,46.242001,46.299999,43.338001,43.924,43.924,47813000
15/08/2019,44.172001,44.312,42.310001,43.127998,43.127998,40798000
16/08/2019,43.332001,44.448002,43.203999,43.987999,43.987999,25492500
19/08/2019,44.841999,45.566002,44.34,45.366001,45.366001,26548000
20/08/2019,45.523998,45.818001,44.908001,45.172001,45.172001,20626000
21/08/2019,44.402,44.644001,43.52,44.166,44.166,38971500
22/08/2019,44.560001,45.080002,43.644001,44.43,44.43,32795000
23/08/2019,43.993999,44.234001,42.200001,42.279999,42.279999,42693000
26/08/2019,42.720001,43.004002,42.307999,43,43,25259500
27/08/2019,43.147999,43.759998,42.405998,42.816002,42.816002,27081000
28/08/2019,42.737999,43.450001,42.462002,43.118,43.118,16127500
29/08/2019,43.799999,44.68,43.599998,44.341999,44.341999,25897500
30/08/2019,45.830002,46.487999,44.841999,45.122002,45.122002,46603000
03/09/2019,44.816002,45.790001,44.632,45.001999,45.001999,26770500
04/09/2019,45.377998,45.692001,43.841999,44.136002,44.136002,28805000
05/09/2019,44.5,45.959999,44.169998,45.916,45.916,36976500
06/09/2019,45.439999,45.928001,45.034,45.490002,45.490002,20947000
09/09/2019,46,46.751999,45.846001,46.358002,46.358002,24013500
10/09/2019,46.16,47.108002,45.787998,47.108002,47.108002,24418500
11/09/2019,47.476002,49.633999,47.200001,49.419998,49.419998,50214000
12/09/2019,49.540001,50.700001,48.880001,49.174,49.174,42906000
13/09/2019,49.391998,49.689999,48.973999,49.040001,49.040001,26565500
16/09/2019,49.200001,49.486,48.234001,48.562,48.562,23640500
17/09/2019,48.493999,49.119999,48.074001,48.958,48.958,19327000
18/09/2019,49,49.633999,48.473999,48.698002,48.698002,20851000
19/09/2019,49.200001,49.588001,48.967999,49.32,49.32,23979000
20/09/2019,49.298,49.389999,47.632,48.124001,48.124001,31765000
23/09/2019,48,49.035999,47.844002,48.245998,48.245998,21701000
24/09/2019,48.304001,48.397999,44.521999,44.641998,44.641998,64457500
25/09/2019,44.911999,45.796001,43.672001,45.740002,45.740002,47135500
26/09/2019,46.132,48.661999,45.48,48.512001,48.512001,59422500
27/09/2019,48.439999,49.742001,47.745998,48.425999,48.425999,55582000
30/09/2019,48.599998,48.796001,47.222,48.174,48.174,29399000
01/10/2019,48.299999,49.189999,47.826,48.938,48.938,30813000
02/10/2019,48.658001,48.93,47.886002,48.625999,48.625999,28157000
03/10/2019,46.372002,46.896,44.855999,46.605999,46.605999,75422500
04/10/2019,46.321999,46.956001,45.613998,46.285999,46.285999,39975000
07/10/2019,45.959999,47.712002,45.709999,47.543999,47.543999,40321000
08/10/2019,47.174,48.787998,46.900002,48.009998,48.009998,43391000
09/10/2019,48.264,49.459999,48.130001,48.905998,48.905998,34472000
10/10/2019,49.056,49.855999,48.316002,48.948002,48.948002,31416500
11/10/2019,49.43,50.216,49.362,49.577999,49.577999,42377000
14/10/2019,49.580002,51.709999,49.425999,51.391998,51.391998,51025000
15/10/2019,51.540001,52,50.824001,51.577999,51.577999,32164000
16/10/2019,51.478001,52.419998,51.383999,51.950001,51.950001,33420500
17/10/2019,52.5,52.956001,52.034,52.394001,52.394001,23846500
18/10/2019,52.139999,52.560001,51.02,51.389999,51.389999,28749000
21/10/2019,51.666,51.900002,50.035999,50.700001,50.700001,25101500
22/10/2019,50.863998,51.666,50.169998,51.116001,51.116001,23004000
23/10/2019,50.900002,51.228001,50.27,50.936001,50.936001,26305500
24/10/2019,59.674,60.986,57.84,59.936001,59.936001,148604500
25/10/2019,59.543999,66,59.222,65.625999,65.625999,150030500
28/10/2019,65.508003,68.167999,64.519997,65.542,65.542,94351500
29/10/2019,63.998001,64.860001,62.950001,63.243999,63.243999,63421500
30/10/2019,62.599998,63.757999,61.993999,63.001999,63.001999,48209000
31/10/2019,62.619999,63.799999,62.599998,62.984001,62.984001,25335000
01/11/2019,63.264,63.296001,61.959999,62.661999,62.661999,31919500
04/11/2019,62.959999,64.388,61.852001,63.493999,63.493999,43935000
05/11/2019,63.924,64.702003,63.223999,63.444,63.444,34717000
06/11/2019,63.599998,65.344002,62.900002,65.316002,65.316002,39704500
07/11/2019,65.828003,68.300003,65.603996,67.108002,67.108002,72336500
08/11/2019,66.900002,67.491997,66.5,67.428001,67.428001,30346000
11/11/2019,68.790001,69.837997,68.400002,69.017998,69.017998,49933500
12/11/2019,69.379997,70.073997,68.807999,69.986,69.986,36797000
13/11/2019,71,71.265999,69.036003,69.222,69.222,42100500
14/11/2019,69.222,70.767998,68.582001,69.870003,69.870003,32324500
15/11/2019,70.127998,70.559998,69.671997,70.433998,70.433998,24045000
18/11/2019,70.584,70.629997,69.220001,69.998001,69.998001,22002000
19/11/2019,70.349998,71.998001,69.559998,71.903999,71.903999,38624000
20/11/2019,72,72.239998,69.914001,70.444,70.444,33625500
21/11/2019,70.902,72.167999,70.800003,70.966003,70.966003,30550000
22/11/2019,68.031998,68.199997,66,66.608002,66.608002,84353000
25/11/2019,68.863998,68.914001,66.891998,67.267998,67.267998,61697500
26/11/2019,67.054001,67.099998,65.419998,65.783997,65.783997,39737000
27/11/2019,66.223999,66.786003,65.713997,66.258003,66.258003,27778000
29/11/2019,66.222,66.251999,65.5,65.987999,65.987999,12328000
02/12/2019,65.879997,67.276001,65.737999,66.973999,66.973999,30372500
03/12/2019,66.524002,67.582001,66.438004,67.239998,67.239998,32868500
04/12/2019,67.550003,67.571999,66.57,66.606003,66.606003,27665000
05/12/2019,66.566002,66.884003,65.449997,66.073997,66.073997,18623000
06/12/2019,67,67.772003,66.954002,67.178001,67.178001,38062000
09/12/2019,67.318001,68.889999,67.015999,67.905998,67.905998,45115500
10/12/2019,67.991997,70.146004,67.862,69.767998,69.767998,44141500
11/12/2019,70.375999,71.438004,70.218002,70.540001,70.540001,34489000
12/12/2019,70.984001,72.547997,70.646004,71.935997,71.935997,38819500
13/12/2019,72.209999,73.042,70.928001,71.678001,71.678001,32854500
16/12/2019,72.510002,76.722,72.5,76.300003,76.300003,90871000
17/12/2019,75.797997,77.099998,75.18,75.797997,75.797997,42484000
18/12/2019,76.125999,79.043999,76.115997,78.629997,78.629997,70605000
19/12/2019,79.463997,81.370003,79.300003,80.807999,80.807999,90535500
20/12/2019,82.057999,82.599998,80.038002,81.117996,81.117996,73763500
23/12/2019,82.356003,84.402,82,83.844002,83.844002,66598000
24/12/2019,83.671997,85.094002,82.538002,85.050003,85.050003,40273500
26/12/2019,85.582001,86.695999,85.269997,86.188004,86.188004,53169500
27/12/2019,87,87.061996,85.222,86.075996,86.075996,49728500
30/12/2019,85.758003,85.800003,81.851997,82.940002,82.940002,62932000
31/12/2019,81,84.258003,80.416,83.666,83.666,51428500
02/01/2020,84.900002,86.139999,84.342003,86.052002,86.052002,47660500
03/01/2020,88.099998,90.800003,87.384003,88.601997,88.601997,88892500
06/01/2020,88.094002,90.311996,88,90.307999,90.307999,50665000
07/01/2020,92.279999,94.325996,90.671997,93.811996,93.811996,89410500
08/01/2020,94.739998,99.697998,93.646004,98.428001,98.428001,155721500
09/01/2020,99.419998,99.760002,94.573997,96.267998,96.267998,142202000
10/01/2020,96.358002,96.987999,94.739998,95.629997,95.629997,64797500
13/01/2020,98.699997,105.125999,98.400002,104.972,104.972,132588000
14/01/2020,108.851997,109.482002,104.980003,107.584,107.584,144981000
15/01/2020,105.952003,107.568001,103.358002,103.699997,103.699997,86844000
16/01/2020,98.75,102.891998,98.433998,102.697998,102.697998,108683500
17/01/2020,101.522003,103.134003,100.632004,102.099998,102.099998,68145500
21/01/2020,106.050003,109.716003,105.681999,109.440002,109.440002,89017500
22/01/2020,114.377998,118.900002,111.82,113.912003,113.912003,156845000
23/01/2020,112.849998,116.400002,111.120003,114.440002,114.440002,98255000
24/01/2020,114.125999,114.772003,110.851997,112.963997,112.963997,71768000
27/01/2020,108.398003,112.888,107.856003,111.603996,111.603996,68040500
28/01/2020,113.697998,115.362,111.615997,113.379997,113.379997,58942500
29/01/2020,115.138,117.959999,113.486,116.197998,116.197998,89007500
30/01/2020,126.484001,130.175995,123.599998,128.162003,128.162003,145028500
31/01/2020,128,130.600006,126.503998,130.113998,130.113998,78596500
03/02/2020,134.738007,157.227997,134.703995,156,156,235325000
04/02/2020,176.591995,193.798004,166.776001,177.412003,177.412003,304694000
05/02/2020,164.651993,169.195999,140.822006,146.940002,146.940002,242119000
06/02/2020,139.983994,159.166,137.399994,149.792007,149.792007,199404000
07/02/2020,146.110001,153.949997,146,149.613998,149.613998,85317500
10/02/2020,160,163.998001,150.479996,154.255997,154.255997,123446000
11/02/2020,153.757996,156.701996,151.600006,154.876007,154.876007,58487500
12/02/2020,155.574005,157.949997,152.673996,153.457993,153.457993,60112500
13/02/2020,148.367996,163.600006,147,160.800003,160.800003,131446500
14/02/2020,157.444,162.593994,157.100006,160.005997,160.005997,78468500
18/02/2020,168.320007,172,166.472,171.679993,171.679993,81908500
19/02/2020,184.699997,188.955994,180.203995,183.483994,183.483994,127115000
20/02/2020,182.389999,182.399994,171.988007,179.882004,179.882004,88174500
21/02/2020,181.395996,182.612,176.089996,180.199997,180.199997,71574000
24/02/2020,167.800003,172.699997,164.440002,166.757996,166.757996,75961000
25/02/2020,169.800003,171.320007,157.399994,159.981995,159.981995,86452500
26/02/2020,156.5,162.662003,155.222,155.759995,155.759995,70427500
27/02/2020,146,147.953995,133.800003,135.800003,135.800003,121386000
28/02/2020,125.940002,138.104004,122.304001,133.598007,133.598007,121114500
02/03/2020,142.251999,148.738007,137.334,148.723999,148.723999,100975000
03/03/2020,161,161.395996,143.222,149.102005,149.102005,128920000
04/03/2020,152.792007,153.304001,144.945999,149.899994,149.899994,75245000
05/03/2020,144.753998,149.149994,143.613998,144.908005,144.908005,54263500
06/03/2020,138,141.399994,136.854004,140.695999,140.695999,63314500
09/03/2020,121.078003,132.600006,121,121.599998,121.599998,85368500
10/03/2020,131.886002,133.600006,121.599998,129.065994,129.065994,77972000
11/03/2020,128.039993,130.716003,122.599998,126.846001,126.846001,66612500
12/03/2020,116.178001,118.900002,109.25,112.110001,112.110001,94545500
13/03/2020,119,121.514,100.400002,109.323997,109.323997,113201500
16/03/2020,93.900002,98.973999,88.433998,89.014,89.014,102447500
17/03/2020,88.001999,94.370003,79.199997,86.040001,86.040001,119973000
18/03/2020,77.800003,80.972,70.101997,72.244003,72.244003,118931000
19/03/2020,74.940002,90.400002,71.692001,85.528,85.528,150977500
20/03/2020,87.639999,95.400002,85.157997,85.505997,85.505997,141427500
23/03/2020,86.720001,88.400002,82.099998,86.858002,86.858002,82272500
24/03/2020,95.459999,102.737999,94.800003,101,101,114476000
25/03/2020,109.050003,111.400002,102.222,107.849998,107.849998,106113500
26/03/2020,109.477997,112,102.449997,105.632004,105.632004,86903500
27/03/2020,101,105.160004,98.806,102.872002,102.872002,71887000
30/03/2020,102.052002,103.330002,98.246002,100.426003,100.426003,59990500
31/03/2020,100.25,108.592003,99.400002,104.800003,104.800003,88857500
01/04/2020,100.800003,102.790001,95.019997,96.311996,96.311996,66766000
02/04/2020,96.206001,98.851997,89.279999,90.893997,90.893997,99292000
03/04/2020,101.900002,103.098,93.678001,96.001999,96.001999,112810500
06/04/2020,102.239998,104.199997,99.592003,103.248001,103.248001,74509000
07/04/2020,109,113,106.468002,109.089996,109.089996,89599000
08/04/2020,110.839996,111.442001,106.666,109.767998,109.767998,63280000
09/04/2020,112.417999,115.036003,111.421997,114.599998,114.599998,68250000
13/04/2020,118.031998,130.399994,116.106003,130.190002,130.190002,112377000
14/04/2020,139.794006,148.376007,138.485992,141.977997,141.977997,152882500
15/04/2020,148.399994,150.626007,142,145.966003,145.966003,117885000
16/04/2020,143.388,151.889999,141.343994,149.042007,149.042007,103289500
17/04/2020,154.455994,154.990005,149.531998,150.778,150.778,65641000
20/04/2020,146.539993,153.113998,142.442001,149.272003,149.272003,73733000
21/04/2020,146.024002,150.666,134.757996,137.343994,137.343994,101045500
22/04/2020,140.796005,146.800003,137.742004,146.421997,146.421997,70827500
23/04/2020,145.520004,146.800003,140.626007,141.126007,141.126007,66183500
24/04/2020,142.162003,146.145996,139.636002,145.029999,145.029999,66060000
27/04/2020,147.522003,159.897995,147,159.75,159.75,103407000
28/04/2020,159.128006,161,151.337997,153.824005,153.824005,76110000
29/04/2020,158.033997,160.639999,156.632004,160.102005,160.102005,81080000
30/04/2020,171.037994,173.964005,152.699997,156.376007,156.376007,142359500
01/05/2020,151,154.554001,136.608002,140.264008,140.264008,162659000
04/05/2020,140.199997,152.399994,139.600006,152.238007,152.238007,96185500
05/05/2020,157.957993,159.783997,152.436005,153.641998,153.641998,84958500
06/05/2020,155.300003,157.960007,152.222,156.516006,156.516006,55616000
07/05/2020,155.442001,159.279999,154.470001,156.007996,156.007996,57638500
08/05/2020,158.753998,164.800003,157.401993,163.884003,163.884003,80432500
11/05/2020,158.102005,164.800003,157,162.257996,162.257996,82598000
12/05/2020,165.399994,168.658005,161.600006,161.882004,161.882004,79534500
13/05/2020,164.166,165.199997,152.660004,158.192001,158.192001,95327500
14/05/2020,156,160.671997,152.800003,160.666,160.666,68411000
15/05/2020,158.070007,161.009995,157.309998,159.834,159.834,52592000
18/05/2020,165.556,166.944,160.776001,162.725998,162.725998,58329000
19/05/2020,163.033997,164.414001,161.216003,161.602005,161.602005,48182500
20/05/2020,164.100006,165.199997,162.360001,163.112,163.112,36546500
21/05/2020,163.199997,166.5,159.199997,165.520004,165.520004,61273000
22/05/2020,164.434006,166.356003,162.399994,163.376007,163.376007,49937500
26/05/2020,166.899994,166.919998,163.141998,163.774002,163.774002,40448500
27/05/2020,164.171997,165.542007,157,164.046005,164.046005,57747500
28/05/2020,162.701996,164.949997,160.337997,161.162003,161.162003,36278000
29/05/2020,161.75,167,160.841995,167,167,58822500
01/06/2020,171.600006,179.800003,170.820007,179.619995,179.619995,74697500
02/06/2020,178.940002,181.731995,174.199997,176.311996,176.311996,67828000
03/06/2020,177.623993,179.587997,176.020004,176.591995,176.591995,39747500
04/06/2020,177.975998,179.149994,171.688004,172.876007,172.876007,44438500
05/06/2020,175.567993,177.304001,173.240005,177.132004,177.132004,39059500
08/06/2020,183.800003,190,181.832001,189.983994,189.983994,70873500
09/06/2020,188.001999,190.888,184.785995,188.134003,188.134003,56941000
10/06/2020,198.376007,205.496002,196.5,205.009995,205.009995,92817000
11/06/2020,198.039993,203.792007,194.399994,194.567993,194.567993,79582500
12/06/2020,196,197.595993,182.520004,187.056,187.056,83817000
15/06/2020,183.557999,199.768005,181.699997,198.179993,198.179993,78486000
16/06/2020,202.369995,202.576004,192.477997,196.425995,196.425995,70255500
17/06/2020,197.542007,201,196.514008,198.358002,198.358002,49454000
18/06/2020,200.600006,203.839996,198.893997,200.792007,200.792007,48759500
19/06/2020,202.556,203.194,198.268005,200.179993,200.179993,43398500
22/06/2020,199.990005,201.776001,198.003998,198.863998,198.863998,31812000
23/06/2020,199.776001,202.399994,198.802002,200.356003,200.356003,31826500
24/06/2020,198.822006,200.175995,190.628006,192.169998,192.169998,54798000
25/06/2020,190.854004,197.195999,187.429993,197.195999,197.195999,46272500
26/06/2020,198.955994,199,190.973999,191.947998,191.947998,44274500
29/06/2020,193.802002,202,189.703995,201.869995,201.869995,45132000
30/06/2020,201.300003,217.537994,200.746002,215.962006,215.962006,84592500
01/07/2020,216.600006,227.065994,216.100006,223.925995,223.925995,66634500
02/07/2020,244.296005,245.600006,237.119995,241.731995,241.731995,86250500
06/07/2020,255.337997,275.558014,253.207993,274.31601,274.31601,102849500
07/07/2020,281.002014,285.899994,267.34201,277.971985,277.971985,107448500
08/07/2020,281,283.451996,262.268005,273.175995,273.175995,81556500
09/07/2020,279.39801,281.712006,270.256012,278.855988,278.855988,58588000
10/07/2020,279.200012,309.783997,275.201996,308.929993,308.929993,116688000
13/07/2020,331.799988,358.997986,294.221985,299.411987,299.411987,194927000
14/07/2020,311.200012,318,286.200012,303.359985,303.359985,117090500
15/07/2020,308.600006,310,291.399994,309.201996,309.201996,81839000
16/07/2020,295.432007,306.34201,293.200012,300.127991,300.127991,71504000
17/07/2020,302.690002,307.502014,298,300.167999,300.167999,46650000
20/07/2020,303.802002,330,297.600006,328.600006,328.600006,85607000
21/07/2020,327.985992,335,311.600006,313.671997,313.671997,80536000
22/07/2020,319.799988,325.283997,312.399994,318.466003,318.466003,70805500
23/07/2020,335.790009,337.799988,296.153992,302.614014,302.614014,121642500
24/07/2020,283.201996,293,273.308014,283.399994,283.399994,96983000
27/07/2020,287,309.588013,282.600006,307.920013,307.920013,80243500
28/07/2020,300.799988,312.940002,294.884003,295.298004,295.298004,79043500
29/07/2020,300.200012,306.962006,297.399994,299.821991,299.821991,47134500
30/07/2020,297.600006,302.64801,294.200012,297.497986,297.497986,38105000
31/07/2020,303,303.410004,284.196014,286.152008,286.152008,61041000
03/08/2020,289.839996,301.962006,288.876007,297,297,44046500
04/08/2020,299.002014,305.481995,292.399994,297.399994,297.399994,42075000
05/08/2020,298.597992,299.967987,293.661987,297.003998,297.003998,24739000
